# Symbol CRCs demanded by the stock Motorola Razr Fold vendor_dlkm modules.
# Extracted from the __versions section of all 328 modules of MMI-W3WB36.36-48-5.
# A module loads only if a provider exports the symbol with exactly this CRC, so every
# row whose provider is 'vmlinux' is a hard constraint on the kernel we build.
# provider: vmlinux = the stock kernel exports it
#           module  = another vendor module exports it
#           unknown = neither (the stock kernel lacks it too, so not a regression)
# columns: crc<TAB>symbol<TAB>provider<TAB>importer-count<TAB>example-importers
0xb7934d23	cnss_device_crashed	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_force_collect_rddm	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_force_fw_assert	module	1	qca_cld3_peach_v2.ko
0x08cd7e37	cnss_get_audio_shared_iommu_group_cap	module	1	qca_cld3_peach_v2.ko
0x0a55a656	cnss_get_curr_therm_cdev_state	module	1	qca_cld3_peach_v2.ko
0x3245affa	cnss_get_direct_link_sid	module	1	qca_cld3_peach_v2.ko
0x641e8f60	cnss_get_fw_cap	module	1	qca_cld3_peach_v2.ko
0x17a0b769	cnss_get_fw_files_for_target	module	1	qca_cld3_peach_v2.ko
0x280b1fd6	cnss_get_fw_lpass_shared_mem	module	1	qca_cld3_peach_v2.ko
0x71b3b443	cnss_get_msi_address	module	1	qca_cld3_peach_v2.ko
0x69463789	cnss_get_msi_irq	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_get_pci_slot	module	1	qca_cld3_peach_v2.ko
0x1c3a5d53	cnss_get_platform_cap	module	1	qca_cld3_peach_v2.ko
0xaf79ebc6	cnss_get_soc_info	module	1	qca_cld3_peach_v2.ko
0x3f9a64d6	cnss_get_user_msi_assignment	module	1	qca_cld3_peach_v2.ko
0x562064cf	cnss_get_virt_ramdump_mem	module	1	qca_cld3_peach_v2.ko
0xf5fad3ca	cnss_get_wifi_kobj	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_idle_restart	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_idle_shutdown	module	1	qca_cld3_peach_v2.ko
0x5b01e1dc	cnss_initialize_prealloc_pool	module	2	cnss2.ko,icnss2.ko
0x08cd7e37	cnss_ipa_wlan_shared_smmu_supported	module	1	qca_cld3_peach_v2.ko
0x2b716b84	cnss_pci_allow_l1	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_pci_force_wake_release	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_pci_force_wake_request	module	1	qca_cld3_peach_v2.ko
0x7358f748	cnss_pci_force_wake_request_sync	module	1	qca_cld3_peach_v2.ko
0xcd5cfa4d	cnss_pci_get_iova_info	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_pci_is_device_awake	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_pci_is_device_down	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_pci_is_drv_connected	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_pci_link_down	module	1	qca_cld3_peach_v2.ko
0xe71c94af	cnss_pci_lock_reg_window	module	1	qca_cld3_peach_v2.ko
0x2d22de33	cnss_pci_prevent_l1	module	1	qca_cld3_peach_v2.ko
0xe71c94af	cnss_pci_unlock_reg_window	module	1	qca_cld3_peach_v2.ko
0xfd0f2909	cnss_plat_ipc_qmi_daemon_config	module	1	cnss2.ko
0xfb2ca695	cnss_plat_ipc_qmi_file_download	module	1	cnss2.ko
0xd2d4fe32	cnss_plat_ipc_qmi_file_upload	module	1	cnss2.ko
0x08d7e9a6	cnss_plat_ipc_register	module	1	cnss2.ko
0x5ca7b1fa	cnss_plat_ipc_unregister	module	1	cnss2.ko
0x0a2c53c6	cnss_qmi_send	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_qmi_send_get	module	1	qca_cld3_peach_v2.ko
0x2d4a277f	cnss_qmi_send_put	module	1	qca_cld3_peach_v2.ko
0x9a170497	cnss_register_driver_async_data_cb	module	1	qca_cld3_peach_v2.ko
0xb7934d23	cnss_remove_pm_qos	module	1	qca_cld3_peach_v2.ko
0x5ccca258	cnss_request_bus_bandwidth	module	1	qca_cld3_peach_v2.ko
